Module,Category,Name,Type,Value/API Name,Access/Notes
"LinkingModule8","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"LinkingModule8","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"LinkingModule8","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"LinkingModule8","Field","Currency","picklist","Currency","Administrator (CEO); Standard"
"LinkingModule8","Field","Exchange Rate","double","Exchange_Rate","System (Read Only)"
"LinkingModule8","Field","Record Id","bigint","id","System (Read Only)"
"LinkingModule8","Layout","Standard","Layout","7019370000000755339","Visible to Profiles"
"LinkingModule9","Field","Record Status","picklist","Record_Status__s","Administrator (CEO); Standard"
"LinkingModule9","Field","Opportunity X GPRBOM2 Name","autonumber","Name","Administrator (CEO); Standard"
"LinkingModule9","Field","GPRBOM","lookup","GPRBOM","Administrator (CEO); Standard"
"LinkingModule9","Field","GPRBOM1","lookup","GPRBOM1","Administrator (CEO); Standard"
"LinkingModule9","Field","Opportunity X GPRBOM2 Owner","ownerlookup","Owner","Administrator (CEO); Standard"
"LinkingModule9","Field","Email","email","Email","Administrator (CEO); Standard"
"LinkingModule9","Field","Secondary Email","email","Secondary_Email","Administrator (CEO); Standard"
"LinkingModule9","Field","Email Opt Out","boolean","Email_Opt_Out","Administrator (CEO); Standard"
"LinkingModule9","Field","Unsubscribed Mode","picklist","Unsubscribed_Mode","System (Read Only)"
"LinkingModule9","Field","Unsubscribed Time","datetime","Unsubscribed_Time","System (Read Only)"
"LinkingModule9","Field","Created By","ownerlookup","Created_By","Administrator (CEO); Standard"
"LinkingModule9","Field","Modified By","ownerlookup","Modified_By","Administrator (CEO); Standard"
"LinkingModule9","Field","Created Time","datetime","Created_Time","Administrator (CEO); Standard"
"LinkingModule9","Field","Modified Time","datetime","Modified_Time","Administrator (CEO); Standard"
"LinkingModule9","Field","Last Activity Time","datetime","Last_Activity_Time","Administrator (CEO); Standard"
"LinkingModule9","Field","Currency","picklist","Currency","Administrator (CEO); Standard"
"LinkingModule9","Field","Exchange Rate","double","Exchange_Rate","System (Read Only)"
"LinkingModule9","Field","Record Id","bigint","id","System (Read Only)"
"LinkingModule9","Layout","Standard","Layout","7019370000000759311","Visible to Profiles"
